name,latitude,longitude,room type,price,reviews per month
Boutique Gowanus Queen Studio,40.6786,-73.98381,Private room,139,4.16
East Williamsburg’s Spacious Sun-drenched Apt.,40.70767,-73.943,Entire home/apt,320,4.16
"Renovated apt, Harlem brownstone, private entrance",40.81529,-73.94367,Entire home/apt,130,4.16
Very Convenient Modern Brooklyn Studio Apartment,40.66113,-73.95943,Entire home/apt,110,4.16
Central Park West Room,40.79936,-73.96243,Private room,79,4.16
"Clean, Modern Studio. First floor access! #10292",40.77936,-73.9518,Entire home/apt,175,4.16
Huge Room in Upper West close to Columbia & Subway,40.80439,-73.96393,Private room,130,4.16
Brand New NYC Apartment: Central Park & Midtown,40.76263,-73.96881,Entire home/apt,265,4.16
MANHATTAN studio 10 minutes away from Central Park,40.76672,-73.96111,Entire home/apt,129,4.16
Overnight a brand new apartment in upper east side,40.79885,-73.94304,Shared room,45,4.16
"Big, cozy & chic! 1BR Apt in Harlem",40.80755,-73.95104,Entire home/apt,100,4.17
BRIGHT Modern Spacious East Village Studio Apt,40.7318,-73.98322,Entire home/apt,186,4.17
Big bright room in 3 bedroom duplex,40.67112,-73.93368,Private room,65,4.17
"Light & Airy Chelsea Bungalow (ok, apartment)",40.74068,-74.00295,Entire home/apt,180,4.17
Cozy and quiet room on Broadway 2!,40.83069,-73.94779,Private room,58,4.17
Feel like HOME in the heart of NYC at UNION Sq,40.73646,-73.98853,Entire home/apt,176,4.17
Spacious Bedroom 1 Min. From the 1 Train,40.82132,-73.9538,Private room,65,4.17
Trendy Union Square Apartment,40.73269,-73.98833,Private room,111,4.17
Fashion Of The City: Apartment in TIMES SQUARE NYC,40.76335,-73.98737,Private room,150,4.17
Near JFK air train nice spot,40.70094,-73.81446,Private room,60,4.17
Cozy private room and bathroom in Times Square,40.76086,-73.98927,Private room,150,4.17
"Comfort room in Downtown NYC, Chinatown, Soho W",40.71241,-73.99458,Private room,85,4.17
Vintage Brooklyn Room 1 minute to Subway,40.68868,-73.95623,Private room,79,4.17
Location! Room in Bklyn 10 minutes to Manhattan B3,40.69765,-73.94715,Private room,81,4.17
Bright & Cozy Apartment walking distance to Subway,40.69422,-73.93232,Entire home/apt,225,4.17
West 80's Private Bedroom Walk to  Central Park,40.78996,-73.97561,Private room,97,4.17
Empire CIty - King Lux King Room,40.75688,-73.99862,Private room,999,4.17
Bohemian bed & breakfast in the heart of Astoria!,40.77132,-73.90474,Private room,75,4.17
Luxury Apartment in Cambria Heights,40.68959,-73.73733,Entire home/apt,160,4.17
New private studio & separate entry for adults,40.69447,-73.91364,Private room,70,4.17
"Bedford Loft, Williamsburg Prime",40.7179,-73.96107,Entire home/apt,312,4.18
Time SQ Dream Suite in Midtown w/ Projector,40.76069,-73.99068,Entire home/apt,239,4.18
Sunny with 2 large bedrooms,40.69347,-73.967,Entire home/apt,173,4.18
Nice Private Studio Apartment,40.79747,-73.93559,Entire home/apt,105,4.18
Group Friendly * Prospect Park * Close to Trains,40.67395,-73.96333,Entire home/apt,160,4.18
Cozy Two Bedrooms Home Away From Home  Getaway.,40.63693,-73.92242,Entire home/apt,105,4.18
Studio apt direct access to Mantattan and Brooklyn,40.58508,-74.16162,Entire home/apt,58,4.18
Entire suite close to LGA & JFK with free parking,40.75891,-73.87819,Entire home/apt,60,4.18
Brooklyn Retreat,40.68393,-73.9553,Private room,75,4.18
❤️Private Suite for Friends Getaway Close to NYC,40.73088,-73.87488,Entire home/apt,125,4.18
"Studio in our home Jamaica, Queens 17Min JFK",40.69576,-73.78867,Entire home/apt,54,4.18
Spacious 1 bedroom in Bed Stuy Brooklyn,40.6925,-73.94872,Entire home/apt,95,4.18
cozy private room in upper east side,40.77959,-73.94685,Private room,65,4.18
Private Apartment in the Heart of East Village,40.72716,-73.9783,Entire home/apt,211,4.18
Private room close to the Central Park,40.82786,-73.94845,Private room,50,4.18
Elegant Park BrownStone Duplex 3Bedroom/3Bath,40.74898,-73.98029,Entire home/apt,700,4.18
Beautiful Home Away From Home,40.6735,-73.93856,Private room,59,4.19
New Guest Room at Brooklyn&Breakfast,40.6796,-73.96948,Private room,60,4.19
The BEST LOCATION in MANHATTAN!,40.7356,-73.99049,Entire home/apt,159,4.19
"*Serenity & Heart* spacious, bright, sleeps 4 SOHO",40.72148,-73.99543,Entire home/apt,294,4.19
Cozy room in Bayside Queens,40.75444,-73.76938,Private room,38,4.19
Sunny Room with Private Bath; Prime LES/Chinatown,40.71418,-73.99238,Private room,90,4.19
BRIGHT LUXURIOUS MASTER BEDROOM,40.77295,-73.90512,Private room,59,4.19
Clinton Hill Apartment With Large Private Balcony,40.69394,-73.96918,Entire home/apt,158,4.19
"Awesome Newly Renovated 2-bdrm. - E,F,J trains.",40.69499,-73.7991,Entire home/apt,130,4.19
Room 3 - 1920's Style in Historic Victorian Home,40.64318,-73.96835,Private room,62,4.19
Cozy Private Bedroom Upper East Side,40.7668,-73.954,Private room,100,4.19
THE BROOKLYN BLUE HOUSE 1.,40.6469,-73.90022,Private room,54,4.19
Cozy Studio Apt-One block away from Prospect Park!,40.65385,-73.96202,Entire home/apt,90,4.19
Cozy Overnight Bed in Hell's Kitchen,40.76276,-73.98932,Shared room,65,4.19
CESAR'S PALACE,40.86153,-73.83656,Entire home/apt,102,4.19
private room in east williamsburg spacious loft,40.71031,-73.93623,Private room,58,4.19
Brooklyn Historical Townhouse,40.68104,-73.93776,Entire home/apt,101,4.19
NEW Lofty 1bedroom UpperEast Side,40.75896,-73.96251,Entire home/apt,235,4.19
Peaceful and Stylish Oasis in the West Village,40.73334,-74.00098,Entire home/apt,240,4.19
1860’s Vanderbilt Mansion - 19th century details,40.68579,-73.9358,Entire home/apt,249,4.19
Entire 1 Bedroom Apartment with Rooftop Access,40.69474,-73.96655,Entire home/apt,100,4.19
Cool apt in the BEST location in NYC!,40.71542,-73.98511,Private room,95,4.2
Times Square Unique Studio,40.75771,-73.99407,Private room,100,4.2
Maryhills Brownstone in Park Slope,40.6641,-73.98036,Entire home/apt,143,4.2
"2 Bed Apt Brighton Beach, Brooklyn by Beach",40.582,-73.96185,Entire home/apt,120,4.2
Stylish Private BR  in the Upper East Side,40.77349,-73.94994,Private room,129,4.2
"Big, Sunny 1 Bed- Roof Top Access-Central Location",40.67657,-73.96465,Private room,75,4.2
Natural Habitat | ♥ SUPER HOST ♥,40.68424,-73.92828,Private room,65,4.2
Artist's Creative Loft Photo Studio-2 Bed + Office,40.70977,-73.94193,Entire home/apt,120,4.2
Fall room  秋,40.73784,-73.79101,Private room,50,4.2
LES is more,40.71701,-73.98874,Entire home/apt,140,4.2
"Your own sanctuary! Private Floor, 3min to subway",40.67812,-73.91465,Entire home/apt,95,4.2
Beautiful three bedroom on Wall Street!,40.70581,-74.00784,Entire home/apt,320,4.2
COZY PRIVATE STUDIO WITH GARDEN CLOSE TO MANHATTAN,40.67379,-73.95726,Entire home/apt,149,4.2
Hidden gem!  Private home in heart of NY village,40.7281,-73.98354,Entire home/apt,219,4.2
Bohemian private space in Brooklyn's heart,40.68511,-73.95283,Private room,75,4.2
Williamsburg Garden Apartment,40.71122,-73.94985,Entire home/apt,225,4.21
Stunning 2BR Apartment in Sunnyside,40.74691,-73.91763,Entire home/apt,170,4.21
Cozy 2 bedroom APT in the heart of Bushwick,40.69472,-73.91405,Entire home/apt,79,4.21
1 Bedroom Apartment on tree-lined street,40.80695,-73.94982,Entire home/apt,130,4.21
Quiet Private Room in Manhattan,40.70551,-74.00735,Private room,113,4.21
Renovated Cozy room  for 2 or solo traveler,40.64769,-73.97435,Private room,40,4.21
Quite and comfortable shared room in UES,40.76675,-73.95428,Shared room,35,4.21
Beautiful 2 Bedroom apt. close to Times Sq.,40.76347,-73.98785,Entire home/apt,250,4.21
Lovely two bedroom apartment in Manhattan NYC,40.84482,-73.94029,Entire home/apt,139,4.21
Cozy studio with a fireplace close to the train,40.85407,-73.83264,Entire home/apt,69,4.21
Comfortable shared apartmant by Times Square,40.76431,-73.98859,Shared room,75,4.21
3 BEDS LARGE ROOM GREAT FOR GROUPS - PRIME WILLYB,40.71216,-73.95683,Private room,115,4.21
"Shared Place by Times Square, Theaters District.",40.76405,-73.98695,Shared room,75,4.21
NYC Private 1BR Apartment - 116th Street,40.79889,-73.94489,Entire home/apt,89,4.21
한성 韓城 Han B (2F),40.76237,-73.8157,Private room,48,4.21
Queens home with a view,40.60513,-73.77024,Entire home/apt,151,4.21
NICE APARTMENT-TIME-SQUARE/CENTRAL PARK,40.76651,-73.98289,Entire home/apt,201,4.21
"Walk toTimes Square,Central Park,Museums, Broadway",40.76356,-73.98956,Entire home/apt,230,4.21
Sonder | Stock Exchange | Modern Studio + Laundry,40.70598,-74.01193,Entire home/apt,211,4.21
Cozy bedroom in South Harlem’s restaurant row,40.80252,-73.9547,Private room,80,4.21
Apartment 2,40.80299,-73.95443,Entire home/apt,181,4.21
Cozy Clean Clutter-free Apartment with Office,40.76235,-73.92138,Entire home/apt,140,4.21
Two Bedrooms Tonhouse,40.80598,-73.94792,Entire home/apt,325,4.21
COZY 1 BED ROOM 10 MINS FROM JFK AND TRAIN STATION,40.68481,-73.76952,Private room,55,4.21
Your Sanctuary next to Times Square New York,40.75721,-73.98013,Private room,150,4.21
Nice bedroom with comfy Simmons bed -1min to train,40.6347,-74.02268,Private room,54,4.21
One of a Kind Williamsburg Artist Studio Loft,40.71639,-73.96696,Private room,200,4.21
Park Slope Green Guest House,40.66853,-73.98912,Entire home/apt,120,4.22
Private Room in Very Convenient Location,40.81398,-73.95213,Private room,65,4.22
Cozy Garden  Apartment,40.64181,-73.9522,Entire home/apt,85,4.22
Room in East Village,40.72073,-73.97839,Private room,84,4.22
LIVE BROOKLYN! Private 1 BR APT - 5 min to Subway,40.6946,-73.94429,Entire home/apt,109,4.22
BK's Finest Jack&Jill ShareRoom Close to Train/Bus,40.69674,-73.92972,Shared room,25,4.22
Beautiful Prime Soho/Nolita 2-Bed Apartment,40.72036,-73.99633,Entire home/apt,550,4.22
A Contemporary Homelike Stay in the Best of BK,40.63961,-73.93281,Entire home/apt,125,4.22
Luxury in Brooklyn,40.68225,-73.90721,Entire home/apt,200,4.22
Great find 2 bedrooms 20minutes from Times Square,40.7702,-73.9261,Entire home/apt,130,4.22
JFK AIRPORT DELIGHT,40.67355,-73.7834,Private room,55,4.22
Suite Donna Dina - free Street Parking+wifi,40.72956,-73.98113,Entire home/apt,161,4.22
Sonder | Stock Exchange | Stunning 3BR + Sofa Bed,40.70729,-74.01095,Entire home/apt,474,4.22
Master Bed Room With Private Bathroom #1,40.68757,-73.90961,Private room,70,4.22
Private bedroom & bath in Red Hook Bklyn for solo,40.67807,-74.01397,Private room,50,4.23
Private entry apartment on stunning Park Block,40.6704,-73.97432,Entire home/apt,150,4.23
"Luxurious, Beautiful, Spacious 2BR in Williamsburg",40.7111,-73.9487,Entire home/apt,175,4.23
Excellent for Vacation or Business - Heart of NYC,40.7323,-73.99433,Entire home/apt,199,4.23
Beautiful Room for 2 in Manhattan,40.77263,-73.98997,Private room,120,4.23
Upper West Side private room by Central Park,40.79453,-73.96472,Private room,98,4.23
Comfortable & Sunny 1 Bdrm – Heart of Fort Greene,40.68723,-73.97369,Entire home/apt,128,4.23
"SPACIOUS MANHATTAN ROOM 
NO EXTRA FEE",40.81834,-73.95583,Private room,42,4.23
Serenity Studio in East Harlem,40.7857,-73.94578,Entire home/apt,99,4.23
King Size Bed: Spacious BR 25 minutes to city,40.66781,-73.99345,Private room,65,4.23
Cozy n' Bright Sanctuary in Lovely Carroll Gardens,40.67941,-73.99118,Entire home/apt,200,4.23
BROOKLYN Bright Williamsburg room Backyard +Trains,40.70684,-73.94932,Private room,65,4.23
BedStuy Private Room (D5),40.6914,-73.93046,Private room,49,4.23
"Private, Beautiful Upper Eastside Townhome",40.76725,-73.95864,Private room,950,4.23
"Fully furnished studio, 10 mins away from JFK.",40.66377,-73.76785,Entire home/apt,100,4.23
Sunny Private Room close to Manhattan(Blue),40.69612,-73.92918,Private room,66,4.23
Beautiful 3 Bedroom 15 Minutes To Manhattan NYC,40.74823,-73.90352,Entire home/apt,189,4.23
Prime location near Central Park !!,40.7779,-73.95246,Private room,79,4.24
"Spacious, Modern Times Square 3Bdrm *****",40.74923,-73.99376,Entire home/apt,450,4.24
No better location in Williamsburg!,40.71563,-73.95737,Private room,84,4.24
1BD in West Village,40.74029,-74.00578,Entire home/apt,225,4.24
"Huge, Quiet Room, Near Columbia & Express Subways!",40.81557,-73.95295,Private room,88,4.24
Large and inviting 3BR apartment,40.59544,-73.97087,Entire home/apt,150,4.24
Separate 2 Bedroom Apartment located inside Loft.,40.72909,-73.99125,Entire home/apt,200,4.24
Modern clean Apt-close to LGA & Manhattan,40.75363,-73.88151,Entire home/apt,93,4.24
The Sound of Brooklyn,40.65248,-73.95278,Private room,45,4.24
"Clean, cozy and private room in midtown Manhattan",40.7483,-73.9736,Private room,105,4.24
2 BEDROOM/3BED APT/TIME SQUARE/HELLS KITCHEN,40.76558,-73.98787,Entire home/apt,135,4.24
Luxurious 1BR Gorgeous City View High Elevation,40.76195,-73.98771,Entire home/apt,260,4.24
Private NYC Studio--Near Central Park + East River,40.76218,-73.95858,Entire home/apt,150,4.24
NEW Modern Apartment w/ OutdoorDeck,40.66482,-73.99609,Entire home/apt,199,4.25
NEW! BEST LOCATION !!! 3min to Rockefeller Plaza,40.75938,-73.97235,Private room,250,4.25
Private room in Sunnyside 1,40.7385,-73.91993,Private room,50,4.25
Trendy Bushwick Place (in Brooklyn),40.6858,-73.90734,Entire home/apt,87,4.25
☀ Beautiful & Quiet ☀TIMES SQUARE ☀ 2 BDR Apt ☀,40.76155,-73.98687,Entire home/apt,295,4.25
"Your Apartment in NEW YORK, all for yourself",40.83265,-73.94012,Entire home/apt,120,4.25
Clean Private Room in Manhattan!,40.79598,-73.96255,Private room,98,4.25
Large studio apt w/ private deck. Close to RUMC.,40.63111,-74.09001,Entire home/apt,99,4.25
Private Room,40.74166,-73.92658,Private room,70,4.25
"Room with a View, Next to Times Square!",40.76282,-73.98847,Private room,145,4.25
(D) Brand New apto just few steps from the train,40.67805,-73.91071,Private room,55,4.25
Home of Harmony,40.68277,-73.92012,Entire home/apt,100,4.25
Private RM and BR in Queens close to Manhattan,40.75542,-73.9021,Private room,70,4.25
"Cozy, lofted room in Bushwick",40.69368,-73.92539,Private room,44,4.25
Bedroom for 2 Guests,40.85359,-73.92982,Private room,35,4.25
Room in the heart of Harlem,40.80652,-73.94937,Private room,68,4.25
Modern comforts,40.65079,-73.92527,Entire home/apt,125,4.25
Anny's Place,40.85019,-73.93004,Entire home/apt,50,4.25
30 Minutes to Manhattan / Sleeps 7,40.61112,-74.00028,Entire home/apt,145,4.26
Beautiful GRDN Apt Chelsea Meatpacking Min 30 days,40.74376,-74.00387,Entire home/apt,270,4.26
法拉盛summer家(B)closed to JFK&LGA&Citi Field#parking,40.74624,-73.78327,Private room,69,4.26
Brooklyn Nook perfectly located!,40.72398,-73.94978,Entire home/apt,150,4.26
Private Bedroom in Trendy Williamsburg Loft,40.71725,-73.9544,Private room,52,4.26
Never Stop Exploring,40.75599,-73.96769,Entire home/apt,212,4.26
"Good Access to Everywhere:)Bushwick, Brooklyn NY",40.70544,-73.91828,Private room,59,4.26
Prime Location of Flushing Queens 豪华卧室 旅途中的家 D,40.74729,-73.81865,Private room,60,4.26
Room 2- Go Back in Time in Historic Victorian Home,40.6439,-73.96866,Private room,68,4.26
"★Modern,Cozy 3BDR/2BA Getaway in Upper East!",40.77988,-73.95482,Entire home/apt,399,4.26
Private Room in the heart of NYC. Room 3 of 3,40.74907,-73.97818,Private room,120,4.26
Private room in east Williamsburg Brooklyn Loft,40.70859,-73.93572,Private room,58,4.26
The Come On Inn,40.81465,-73.94265,Private room,150,4.26
"Near LGA and JFK Airport 
Charming Guest Suite",40.76299,-73.86976,Private room,65,4.26
"Double Room in Upper East Side, near Central Park",40.76499,-73.95831,Private room,80,4.26
Mother & Daughter bnb-Brooklyn,40.63846,-73.92892,Entire home/apt,75,4.26
Paradise in New York City 2,40.82269,-73.94969,Entire home/apt,247,4.26
2 BED APT/TIME SQUARE/HELLS KITCHEN/CENTRAL PARK,40.76458,-73.98753,Entire home/apt,350,4.26
Flushing downtown Single room,40.74523,-73.83321,Private room,42,4.26
Tasteful Room in Charming Two Bedroom Apartment,40.82424,-73.94664,Private room,70,4.27
"""DECO CASA""  2 Bedroom Greenpoint Brooklyn",40.73357,-73.95439,Entire home/apt,75,4.27
2 BR in Times Sq: The heart of NYC,40.7603,-73.99222,Entire home/apt,200,4.27
Room 1/2 block from Central Park!,40.79533,-73.94764,Private room,70,4.27
"Affordable, Clean / Cozy place near  Subway",40.62189,-73.96171,Private room,38,4.27
Spacious & Clean Apartment + Patio. Close to metro,40.69295,-73.90792,Entire home/apt,149,4.27
"Modern, Stylish & Spacious Brooklyn Oasis",40.63837,-73.91149,Entire home/apt,167,4.27
Sweet room with private bathroom.,40.7385,-73.79241,Private room,60,4.27
Sunny Studio in Carroll Gardens!,40.67617,-74.00107,Entire home/apt,49,4.27
Your Private Room,40.75303,-73.93287,Private room,44,4.27
Private cozy room in Brooklyn with laundry,40.71395,-73.91373,Private room,55,4.27
Spacious & Private Apt steps to Prospect Park,40.65891,-73.95887,Entire home/apt,150,4.27
"3 BdRm Apt, 8min to LGA & 25mins to JFK,Manhattan",40.75703,-73.88368,Entire home/apt,135,4.27
Luxury Private room in Upper East Side,40.77546,-73.94897,Private room,126,4.28
Cozy Brooklyn Oasis,40.68633,-73.93972,Entire home/apt,80,4.28
Spacious comfortable master bedroom with nice view,40.68173,-73.91342,Private room,0,4.28
"**FULL FLOOR - 3 BEDRMS, Times Sq/Restaurant Row**",40.76201,-73.99099,Entire home/apt,350,4.28
"Landmark Brownstone, Crown Heights",40.67112,-73.94536,Entire home/apt,105,4.29
B Rm 9 Sgl Pensione-like Hrt of Bk,40.68477,-73.97833,Private room,60,4.29
Newly renovated studio in hip Bushwick near subway,40.69559,-73.90796,Entire home/apt,100,4.29
2 TwinXL Beds Walk-To TIME SQUARE #ForReal,40.76028,-73.98846,Private room,92,4.29
Cozy bedroom in Long Island city.,40.75502,-73.93163,Private room,50,4.29
Cozy studio w/kitchen & bathroom. Great location,40.7823,-73.94838,Entire home/apt,105,4.29
Quiet Private Bedroom in the heart of Little Italy,40.71836,-73.99777,Private room,90,4.29
Light & Cozy SoHo Hacienda,40.72633,-74.00207,Entire home/apt,205,4.29
Modern 3 Bedroom 2 BATH! 18 min to Times Sq+More!,40.74695,-73.90177,Entire home/apt,275,4.29
CHARMING ROOM,40.77232,-73.90369,Private room,40,4.29
Cozy Brooklyn Heights Getaway w/ Manhattan Access,40.69252,-73.99121,Private room,90,4.29
Private room with visit to queens # 2,40.70148,-73.88954,Private room,25,4.29
Lavish Private room w/ Private Bath in upper east,40.77519,-73.95153,Private room,159,4.29
BEAUTIFUL 2 BEDROOM APARTMENT,40.76125,-73.99389,Entire home/apt,350,4.29
Art gallery apartment in the center of Manhattan,40.76435,-73.9875,Entire home/apt,199,4.29
Manhattan/Step to central park 5th ave/3BR sleep 9,40.76279,-73.97494,Entire home/apt,399,4.29
"Beautifull 2BDR, Prime Location, Quiet, Elevator",40.70816,-74.0084,Entire home/apt,195,4.29
"Nice &  clean room, two blocks from Times Square",40.76136,-73.99205,Private room,90,4.29
Stay in the ❤️of Manhattan!,40.75979,-73.96463,Private room,100,4.29
"Bright room in huge, dog-friendly apt w/ balcony",40.71197,-73.94223,Private room,75,4.29
"Sunny, Private Bedroom in ♥ of Downtown (SOHO/LES)",40.72233,-73.99334,Private room,85,4.29
Beautiful Mid-century Modern One Bedroom Apartment,40.76624,-73.91475,Entire home/apt,89,4.29
Huge Apartment with Amazing City Views,40.70848,-73.9148,Entire home/apt,140,4.29
Spacious private room for rent.,40.84316,-73.94062,Private room,100,4.29
Vacate NYC.,40.67758,-73.92751,Private room,65,4.29
Lower East Side Gem,40.72673,-73.98646,Entire home/apt,149,4.29
3 bedroom Apartment a few blocks from Union Square,40.72919,-73.98151,Entire home/apt,290,4.29
Sunny Summer Space in Brooklyn’s Stuyvesant East,40.68305,-73.92322,Entire home/apt,76,4.29
Boutique 4 Bedroom/2 Bath Home by Central Park,40.80181,-73.96683,Entire home/apt,450,4.29
Beautiful Apartment in Luxury building,40.7689,-73.98993,Entire home/apt,225,4.29
East Flatbush Charmer,40.64298,-73.93945,Private room,40,4.29
Sophisticated 3 Bedroom/ 2Bath in Union Square NYC,40.73081,-73.98876,Entire home/apt,549,4.29
Lincln Ctr alcove studio w terrace and great views,40.77212,-73.98641,Entire home/apt,175,4.29
4Bed Penthouse! Terrace! Location! 5th Ave,40.74312,-73.98977,Entire home/apt,459,4.29
"Summer in a sunny, top floor twin",40.68425,-73.92503,Private room,45,4.29
Outstanding 2BR apartment 5 min from Javits,40.75526,-73.99876,Entire home/apt,295,4.29
Great 2 bedrooms close to Central Park,40.77101,-73.98941,Entire home/apt,360,4.29
Lovely private bedroom by Columbia University,40.81494,-73.96041,Private room,109,4.29
Room in queens,40.66292,-73.76242,Private room,70,4.29
Massive 3 BR home near LGA Airport and Manhattan,40.76001,-73.88865,Entire home/apt,225,4.29
"Private Room & Coffee, only 3 blocks to Train",40.69288,-73.90374,Private room,62,4.3
"Big 1st Meal, Kind Host, Ace Space",40.79794,-73.93223,Private room,58,4.3
*PRIME* Linen & Lavender in the LES (Clinton St.),40.71963,-73.98499,Entire home/apt,261,4.3
Gorgeous Sunlit Modern Room on the Lower East Side,40.71838,-73.99149,Private room,85,4.3
Private room in Queens,40.75433,-73.7688,Private room,35,4.3
Charming Williamsburg Bedroom,40.70856,-73.94281,Private room,65,4.3
Peaceful Parlor Floor Apartment,40.68568,-73.96244,Entire home/apt,196,4.31
Brownstone Apt near Central Park,40.79877,-73.96259,Entire home/apt,185,4.31
Private room in East Village Apt.,40.72265,-73.98365,Private room,90,4.31
Modern Central Park Apartment close to everything,40.80573,-73.94994,Entire home/apt,129,4.31
Charming Bedroom in hip Lower East Side!,40.71203,-73.99008,Private room,99,4.31
"@Ferry,Loft,2Bdrm/4bed.Private,Renovated/Stylish",40.63568,-74.07826,Entire home/apt,75,4.31
"Modern, private, newly renovated 2 bd, open living",40.6785,-73.91803,Entire home/apt,100,4.31
A private room close to the subway,40.70706,-73.90006,Private room,50,4.31
Boutique Style Studio in the Heart of Astoria,40.77714,-73.91071,Entire home/apt,120,4.31
Sunny Suite with Private Entrance,40.70022,-73.91012,Private room,90,4.31
Bear (C)Close to JFK&LGA&Citi Field&Subway#Parking,40.74686,-73.82192,Private room,59,4.31
Reader’s Nook,40.69372,-73.92801,Private room,55,4.31
Private room in Brooklyn(Borough park) safe area,40.63592,-74.00064,Private room,54,4.31
Bedroom with Private Bathroom,40.84119,-73.939,Private room,90,4.32
Small Room on the Upper West Side,40.80111,-73.96539,Private room,75,4.32
The Hideaway Upstairs,40.81807,-73.95487,Private room,30,4.32
vicky客栈5,40.74247,-73.82439,Private room,40,4.32
Private bedroom with great location,40.71624,-73.99995,Private room,100,4.32
Large private bedroom 1 stop from Manhattan,40.81,-73.92654,Private room,65,4.32
☆Cozy bedroom in Midtown | 1min to 4 subway lines☆,40.74836,-73.98921,Private room,133,4.32
"A Relaxing, Blessed Apartment #3 (Hotel Style)",40.82661,-73.8571,Entire home/apt,100,4.32
Lovely Loft space near Central Park & Times Square,40.77938,-73.98247,Private room,99,4.33
Loft in Bushwick/East Williamsburg,40.70818,-73.92256,Entire home/apt,150,4.33
"Large, private 2BR in historic brownstone",40.67473,-73.96529,Entire home/apt,295,4.33
5th ave & Broadway nr Times Square,40.74749,-73.98873,Entire home/apt,99,4.33
Beige Room in Rego Park,40.72755,-73.86199,Private room,35,4.33
Amazing Space For Your Chelsea Stay,40.74119,-74.0006,Private room,429,4.33
BRIGHT AND NEW! 3beds/2baths-Everything you need!,40.68824,-73.91628,Entire home/apt,148,4.33
Large Cozy Studio Apartment,40.71131,-73.87376,Entire home/apt,100,4.33
Astoria Prime,40.77451,-73.92712,Entire home/apt,89,4.33
Two room suite 1min from subway 20min to Manhattan,40.68915,-73.95623,Private room,47,4.33
Big Blue House in the Bronx,40.89124,-73.83423,Entire home/apt,149,4.33
Ultra Luxury TriBeCa LOFT!,40.71317,-74.00654,Entire home/apt,590,4.33
Cozy Bedroom in Williamsburg - 5 min from L train,40.71623,-73.94328,Private room,70,4.33
New + Sunlit Apartment in Bed-Stuy,40.67782,-73.92326,Entire home/apt,125,4.33
24 Lex Prime Location of East NYC 15min to TimeSq,40.73945,-73.98168,Entire home/apt,95,4.33
Astoria-Private Home NYC-,40.75725,-73.91098,Entire home/apt,129,4.34
Classic Exposed Brick Apartment in East Village,40.7282,-73.98001,Private room,75,4.34
Private cozy  suite,40.68904,-73.85052,Entire home/apt,71,4.34
Williamsburg 2BR. Close to L train,40.71058,-73.95294,Entire home/apt,280,4.34
Chic Private BR in Upper East!,40.77571,-73.94803,Private room,119,4.34
Lovely City Retreat,40.74547,-73.87746,Private room,57,4.34
Lovely Young Apt    Close to JFK & LGA,40.72662,-73.80086,Entire home/apt,99,4.34
"Gramercy Park. Private, on the park",40.7368,-73.98518,Private room,110,4.34
"Cozy Mott Haven-Steps from Subway, Total Privacy",40.81011,-73.92166,Entire home/apt,125,4.34
Double Room with AC- 72nd St. Subway- Central Park,40.76505,-73.95824,Private room,85,4.34
SuperHost 1 block to  Times Square NYC City Center,40.75825,-73.98982,Private room,125,4.34
"ALL PRIVATE - Bedroom, Bath and Kitchenette",40.6952,-73.91535,Private room,85,4.34
Gorgeous Room with Private Bath in Bedstuy,40.69237,-73.94314,Private room,95,4.34
BK Getaway:Private bath/bed/balcony near Barclays!,40.68272,-73.96675,Private room,125,4.34
#NycArtBNB Luxury West Village 1 Bedroom,40.73304,-74.00059,Entire home/apt,250,4.34
Comfortable & Private One Bedroom Apt in NYC!,40.7462,-73.97296,Entire home/apt,160,4.34
X-Large Private room in newly renovated apartment,40.71134,-73.8279,Private room,60,4.34
Spacious bedroom with washer and dryer unit.,40.81482,-73.95192,Private room,51,4.34
Entire Apartment With Space For Two,40.77362,-73.94886,Entire home/apt,130,4.34
1 Bedroom/1 Bathroom in Riverdale (close to HIR),40.88837,-73.90939,Private room,65,4.35
1st flr full studio apartment- entire place/SAFE,40.8781,-73.89998,Entire home/apt,99,4.35
Cozy duplex in trendy Brooklyn neighbourhood.,40.67649,-73.96499,Private room,80,4.35
Cozy yet spacious private brownstone bedroom,40.68258,-73.91284,Private room,0,4.35
Magical Space w/Incredible Cozy Energy,40.78428,-73.97665,Shared room,60,4.35
Speakeasy Inn Bushwick One,40.70121,-73.91986,Private room,85,4.35
A Big Welcome from Lower East Side and Chinatown!,40.7139,-73.9912,Private room,90,4.35
Private Room in Meatpacking/Chelsea,40.74012,-74.00537,Private room,50,4.35
Private Room in the heart of Williamsburg,40.71893,-73.95866,Private room,95,4.35
Gorgeous Room! Close to Time Square,40.75874,-73.99605,Private room,130,4.35
Cute and Cozy Private Room,40.84555,-73.86787,Private room,50,4.35
LARGE PRIVATE ROOM IN GREAT NEIGHBORHOOD! UES.,40.77927,-73.95165,Private room,98,4.35
Doesn't get better than this! Cozy Spacious Room,40.65235,-73.95347,Private room,54,4.35
Lovely LES/SOHO/Chinatown room can fit 3 people!,40.72139,-73.9896,Private room,123,4.35
Private Loft Room w/Bathroom,40.68623,-73.92231,Private room,60,4.35
Comfort and Charm in Harlem Brownstone near Subway,40.81198,-73.9437,Private room,80,4.36
Sunny 2 Bedroom Brownstone Apt.,40.67837,-73.95517,Entire home/apt,150,4.36
Spacious 1 BR Apartment - Sleeps 4,40.77762,-73.9516,Entire home/apt,170,4.36
